"am_data","am_precipitacao","am_temp_maxima","am_umidade","am_ocorreu_queimada","am_risco_fogo_inpe"
2013-10-21,0,33.4,78.5,false,NULL
2013-10-22,0,35.1,77.75,true,NULL
2013-10-23,0,35.9,73.25,true,NULL
2013-10-24,0,34.9,74.25,false,NULL
2013-10-25,0,34.6,71,true,NULL
2013-10-26,0,35.5,73.25,true,NULL
2013-10-27,0,35.3,79.5,true,NULL
2013-10-28,4.7,35.5,73.25,true,NULL
2013-10-29,6.9,30.5,91.25,true,NULL
2013-10-30,6.8,33.3,77.25,false,NULL
2013-10-31,1.2,34.3,76.25,false,NULL
2013-11-01,0,35.1,72.75,true,NULL
2013-11-02,0,33.3,75.25,false,NULL
2013-11-03,0,31.3,83.5,false,NULL
2013-11-04,0,32.2,84,false,NULL
2013-11-05,8.8,33,89.25,false,NULL
2013-11-06,12.4,33.8,81.75,false,NULL
2013-11-07,2.2,35.5,75.5,true,NULL
2013-11-08,0,35.3,74,false,NULL
2013-11-09,0,34.9,78.25,false,NULL
2013-11-10,0,32.8,87,true,NULL
2013-11-11,0,34.4,78.25,false,NULL
2013-11-12,0,35.6,72.5,true,NULL
2013-11-13,0,32.5,84.75,true,NULL
2013-11-14,0,32.2,89.25,false,NULL
2013-11-15,11.6,31.2,85.5,false,NULL
2013-11-16,1.9,34.5,75.5,false,NULL
2013-11-17,0,35,74.75,false,NULL
2013-11-18,0,35.3,73.75,false,NULL
2013-11-19,0,33.5,84,true,NULL
2013-11-20,0,33.2,85.5,false,NULL
2013-11-21,8.4,34.4,86.5,false,NULL
2013-11-22,0,30.3,92.25,false,NULL
2013-11-23,16.1,30.4,92,false,NULL
2013-11-24,10.2,34.9,83.25,false,NULL
2013-11-25,0.2,34.8,84,false,NULL
2013-11-26,0,29.6,84.5,true,NULL
2013-11-27,0,33.4,82.5,false,NULL
2013-11-28,0,31.7,87.75,false,NULL
2013-11-29,20.5,34.3,82.5,false,NULL
2013-11-30,0,35,72.75,false,NULL
2013-12-01,0,34.1,81.5,false,NULL
2013-12-02,0,34.5,75,false,NULL
2013-12-03,0.3,34.8,78.75,false,NULL
2013-12-04,0,34.5,76,true,NULL
2013-12-06,0,33.6,83.5,false,NULL
2013-12-07,13,34.1,78,false,NULL
2013-12-08,0,34.2,79,false,NULL
2013-12-09,0,35.3,73.25,false,NULL
2013-12-10,0,32.3,85.5,true,NULL
2013-12-11,120,33,77.75,false,NULL
2013-12-12,0,33.8,69.75,false,NULL
2013-12-13,0,33.4,72.25,false,NULL
2013-12-14,0,33.8,76.25,true,NULL
2013-12-15,0,33.3,78.5,true,NULL
2013-12-16,0,32.7,80.25,false,NULL
2013-12-17,0,33.4,77.75,true,NULL
2013-12-18,0,28.7,90,false,NULL
2013-12-19,0,31.4,90.25,false,NULL
2013-12-20,6.3,30.1,83,false,NULL
2013-12-21,6.6,26.8,94.5,false,NULL
2013-12-22,61.1,32.3,89.75,false,NULL
2013-12-23,3.2,32.6,85,false,NULL
2013-12-24,7,34.4,81.75,false,NULL
2013-12-25,3.6,33,83.75,false,NULL
2013-12-26,0,33.1,81.75,false,NULL
2013-12-27,0,34,77.5,false,NULL
2013-12-28,0,33.5,81.25,true,NULL
2013-12-29,0,33.4,85.25,false,NULL
2013-12-30,0,34.2,75.75,false,NULL
2013-12-31,0,35.5,74.25,false,NULL
2014-01-01,0,35.1,74.25,false,NULL
2014-01-02,0.1,32.9,81.5,true,NULL
2014-01-03,0,33.4,81.75,false,NULL
2014-01-04,0,33.1,75.25,true,NULL
2014-01-05,5.1,34.3,72.75,false,NULL
2014-01-06,0,33.3,80.5,false,NULL
2014-01-07,4.6,32.4,82.25,false,NULL
2014-01-08,0,32.4,82.75,false,NULL
2014-01-09,0.1,31.7,86.25,true,NULL
2014-01-10,0,32.8,85.75,false,NULL
2014-01-11,0,26.2,94,false,NULL
2014-01-12,18.9,33.1,86.25,false,NULL
2014-01-13,0,33.1,83,false,NULL
2014-01-14,1.9,26.9,96,false,NULL
2014-01-15,61.3,32.8,87.5,false,NULL
2014-01-16,0,33.3,83,false,NULL
2014-01-17,0,33.5,81,false,NULL
2014-01-18,0,34.2,80.5,false,NULL
2014-01-19,0,31.1,93.25,false,NULL
2014-01-20,1.6,28.5,95.5,false,NULL
2014-01-21,13.8,34.3,78.25,false,NULL
2014-01-22,0,33.7,80.25,false,NULL
2014-01-23,1.5,31.3,88.5,false,NULL
2014-01-24,0.6,31.5,82.75,false,NULL
2014-01-25,3.7,31.5,75.5,false,NULL
2014-01-26,0,32.7,90,false,NULL
2014-01-27,0,30.5,86.75,false,NULL
2014-01-28,27.9,34.1,81,false,NULL
2014-01-29,0,30.5,87.5,false,NULL
2014-01-30,9.2,33.6,76.75,false,NULL
2014-01-31,0,28.9,86.75,false,NULL
2014-02-01,0,37,88.75,false,NULL
2014-02-02,0,31,88,false,NULL
2014-02-03,0.2,30.4,95.75,false,NULL
2014-02-04,4.8,33.2,76.5,false,NULL
