"data","precipitacao","temperatura","umidade","houve_incendio","dias_de_secura","indice_risco","classe_risco"
1999-05-01,3.5,32.3,77,false,4.7888981332924905,0.01240089094168934,0
1999-05-02,2.7,32.1,84,false,6.388697095345548,0.020765495501027284,0
1999-05-03,0,33.3,78.75,false,7.5786141275214804,0.030935911973912274,0
1999-05-04,0,32.9,81.75,false,12.928709099287206,0.08509476619328356,0
1999-05-05,0,31.7,90.75,false,16.747020304161897,0.12680242081063278,0
1999-05-06,2,32.7,87,false,20.08815524673528,0.1860640303489721,1
1999-05-07,14.9,31.9,85.75,false,16.60195318449593,0.13021242420449092,0
1999-05-08,57,32.8,86,false,2.5181395376662263,0.0,0
1999-05-09,0,31.6,84.75,false,0.0026758728578944427,0.0,0
1999-05-10,8,31.7,87.25,false,0.24249367538229175,0.0,0
1999-05-11,20.1,30.7,89.25,false,0.5180002004039702,0.0,0
1999-05-12,0,32.4,84.75,false,0.12288704856703785,0.0,0
1999-05-13,2,31.6,87.75,false,1.3863998485195368,0.0,0
1999-05-14,2.5,31.8,82.25,false,3.8877490904151704,0.0,0
1999-05-15,10.5,27.8,91.5,false,4.575565740269001,0.0,0
1999-05-16,57.7,32.5,76.5,false,1.7793361586380882,0.0,0
1999-05-17,0.5,32.6,75.75,false,0.0016366895408820362,0.0,0
1999-05-18,0,33.7,78,false,0.13091072850932414,0.0,0
1999-05-19,0,34.3,70.5,false,1.044523029539283,0.0,0
1999-05-20,0,32.3,80.5,false,2.1730253131706943,0.0,0
1999-05-21,0,32.9,80.25,false,4.64211624783665,0.011517736617209246,0
1999-05-22,0,33.5,81,false,8.73205161910709,0.040354778380570853,0
1999-05-23,0,30.5,85.25,false,9.407529226062875,0.04269713833873714,0
1999-05-24,13,33.3,71.75,false,11.973314120837909,0.07943374300809986,0
1999-05-25,6.3,33.9,68,false,2.0247583298600174,0.0,0
1999-05-26,0,34.3,73.5,false,2.261776010803383,0.0,0
1999-05-27,0,33.7,74,false,6.555211290339131,0.024217057478184572,0
1999-05-28,0,33.7,70,false,9.419861165005457,0.05080138132273457,0
1999-05-29,0,35,67.25,false,11.742683316399098,0.08139452312281663,0
1999-05-30,0,34.9,74.5,false,14.767227246177647,0.1199539060942318,0
1999-05-31,0,34.7,71,false,16.448928694849894,0.15007558701024973,1
1999-06-01,0,33.6,71.75,false,22.176215710328197,0.2524650290888054,1
1999-06-02,0,34.1,70,false,22.56500715036581,0.265929452283794,1
1999-06-03,0,34.9,69.25,false,22.59187549236755,0.2718105850918045,1
1999-06-04,0,33.7,68.25,false,23.366663039811847,0.2839577388552928,1
1999-06-05,0,35.3,68,false,23.78417277858528,0.3020676904171577,1
1999-06-06,0,34.9,68.5,false,23.97041472560591,0.30293752594827555,1
1999-06-07,0,34.1,69.25,false,24.93419987759814,0.317822601387392,1
1999-06-19,0,33.9,70.25,false,28.113512992367014,0.3841554914523522,1
1999-06-20,0,34.1,66.75,false,29.834944780940177,0.43418349025086184,2
1999-06-21,0,34.9,70,false,31.089817380576857,0.4595932999320913,2
1999-06-22,0,34.7,70.25,false,32.58918060997033,0.4909083763074467,2
1999-06-23,0,33.3,73.5,false,32.947663572276724,0.47537566260765574,2
1999-06-24,0,33.1,72.5,false,33.46299997735624,0.4878916974543316,2
1999-06-25,0,31.9,81.75,false,33.63073396276088,0.4495314167841445,2
1999-06-26,0,33.6,67.25,false,34.38190299263798,0.5307788724177661,2
1999-06-27,0,34.5,66.75,false,38.90607274580253,0.6394785748061301,2
1999-06-28,0,34.9,66.75,false,39.096789363624,0.6481247362030488,2
1999-06-29,0,35.1,65,false,39.64957979456648,0.669594197095323,2
1999-06-30,0,33.7,66.75,false,40.44084746973218,0.6606212334363328,2
1999-07-01,0,34.3,68,false,41.54928654509498,0.6836447618604208,2
1999-07-02,0,35.1,62.75,false,41.600839616709635,0.7192304406642117,3
1999-07-03,0,34.9,64.75,false,41.97231986403276,0.7144499775942195,3
1999-07-04,0,35.3,58.25,false,41.97231986403276,0.7504470625751064,3
1999-07-05,0,35.7,61,false,43.909923841854976,0.7797370666710167,3
1999-07-06,0,34.7,63.5,false,44.86465765477375,0.7699333503305645,3
1999-07-07,0,34.4,65.25,false,46.50641918977037,0.7830019109104143,3
1999-07-08,0,35.1,66.75,false,47.440692414057494,0.7989756644650762,3
1999-07-09,0,35.7,62.75,false,47.939047017464745,0.8364848661037801,3
1999-07-10,0,33.9,63,false,48.58672522889077,0.8168850449508016,3
1999-07-11,0,34.7,61,false,48.64311853194849,0.8405616391986113,3
1999-07-12,0,35.1,63,false,51.63399896372221,0.8711591059735825,3
1999-07-13,0,35.5,57.75,false,52.4573443174296,0.9157748759852089,3
1999-07-14,0,36.3,59.75,false,52.4573443174296,0.9172838839395149,3
1999-07-15,0,35.6,61,false,52.70025794658917,0.9009170082102359,3
1999-07-16,0,36.2,57.75,false,52.932649969077964,0.9318092037258144,3
1999-07-17,0,35.1,59.25,false,53.04976048496473,0.9059794249534767,3
1999-07-18,0,34.9,61.25,false,54.27915949106719,0.9008923985434069,3
1999-07-19,0,35.5,59,false,57.871807572897914,0.9420843309729179,3
1999-07-20,0,35.3,59.75,false,58.78815271455522,0.9362032720954694,3
1999-07-21,0,36.1,57.5,false,59.26034418379681,0.9639827937704525,4
1999-07-22,0,35.7,55.75,false,60.58881773102064,0.9677922458196659,4
1999-07-23,0,36,61.5,false,61.903105629810426,0.936159732908791,3
1999-07-24,0,36.3,55.5,false,62.409677416747876,0.9761158533002599,4
