"Estacao","Data","Hora","Precipitacao","TempMaxima","TempMinima","Insolacao","Evaporacao Piche","Temp Comp Media","Umidade Relativa Media","Velocidade do Vento Media"
82564,01/06/1961,0000,NULL,32.9,NULL,NULL,NULL,26.02,73.75,1.333333
82564,01/06/1961,1200,NULL,NULL,19.9,NULL,NULL,NULL,NULL,NULL
82564,02/06/1961,0000,NULL,33,NULL,NULL,NULL,25.04,78.25,1.333333
82564,02/06/1961,1200,0,NULL,18.4,NULL,NULL,NULL,NULL,NULL
82564,03/06/1961,0000,NULL,33.4,NULL,NULL,NULL,25.96,75.25,1.333333
82564,03/06/1961,1200,0,NULL,19.5,NULL,NULL,NULL,NULL,NULL
82564,04/06/1961,0000,NULL,33.5,NULL,NULL,NULL,26.3,76,2
82564,04/06/1961,1200,0,NULL,20.1,NULL,NULL,NULL,NULL,NULL
82564,05/06/1961,0000,NULL,33.5,NULL,NULL,NULL,26.38,73,1.666667
82564,05/06/1961,1200,0,NULL,20.9,NULL,NULL,NULL,NULL,NULL
82564,06/06/1961,0000,NULL,34,NULL,NULL,NULL,25.4,78.75,1.666667
82564,06/06/1961,1200,0,NULL,19.3,NULL,NULL,NULL,NULL,NULL
82564,07/06/1961,0000,NULL,33.2,NULL,NULL,NULL,25.4,74.5,1.333333
82564,07/06/1961,1200,0,NULL,18.2,NULL,NULL,NULL,NULL,NULL
82564,08/06/1961,0000,NULL,33.6,NULL,NULL,NULL,24.96,77.5,1.333333
82564,08/06/1961,1200,0,NULL,17.8,NULL,NULL,NULL,NULL,NULL
82564,09/06/1961,0000,NULL,34,NULL,NULL,NULL,25.7,79.25,1
82564,09/06/1961,1200,0,NULL,18.7,NULL,NULL,NULL,NULL,NULL
82564,10/06/1961,0000,NULL,32.8,NULL,NULL,NULL,25.82,79.25,1
82564,10/06/1961,1200,0,NULL,19.5,NULL,NULL,NULL,NULL,NULL
82564,11/06/1961,0000,NULL,32.8,NULL,NULL,NULL,25.7,81.5,0.666667
82564,11/06/1961,1200,0,NULL,19.9,NULL,NULL,NULL,NULL,NULL
82564,12/06/1961,0000,NULL,33.6,NULL,NULL,NULL,26.64,74.75,1.666667
82564,12/06/1961,1200,0,NULL,19.7,NULL,NULL,NULL,NULL,NULL
82564,13/06/1961,0000,NULL,34.2,NULL,NULL,NULL,25.84,75.5,1.666667
82564,13/06/1961,1200,0,NULL,19.1,NULL,NULL,NULL,NULL,NULL
82564,14/06/1961,0000,NULL,33.2,NULL,NULL,NULL,25.3,82.25,0.666667
82564,14/06/1961,1200,0,NULL,19,NULL,NULL,NULL,NULL,NULL
82564,15/06/1961,0000,NULL,32,NULL,NULL,NULL,24.88,81.75,1
82564,15/06/1961,1200,3.3,NULL,20.9,NULL,NULL,NULL,NULL,NULL
82564,16/06/1961,0000,NULL,31.6,NULL,NULL,NULL,25.42,90.75,0.333333
82564,16/06/1961,1200,0,NULL,20.8,NULL,NULL,NULL,NULL,NULL
82564,17/06/1961,0000,NULL,31.2,NULL,NULL,NULL,25.28,83.75,0.666667
82564,17/06/1961,1200,8,NULL,20.4,NULL,NULL,NULL,NULL,NULL
82564,18/06/1961,0000,NULL,32,NULL,NULL,NULL,24.7,77.25,1.333333
82564,18/06/1961,1200,2.4,NULL,20.1,NULL,NULL,NULL,NULL,NULL
82564,19/06/1961,0000,NULL,32.3,NULL,NULL,NULL,23.86,75.25,1.666667
82564,19/06/1961,1200,0,NULL,17.6,NULL,NULL,NULL,NULL,NULL
82564,20/06/1961,0000,NULL,32.2,NULL,NULL,NULL,24.06,74.5,1.666667
82564,20/06/1961,1200,0,NULL,16.6,NULL,NULL,NULL,NULL,NULL
82564,21/06/1961,0000,NULL,32.8,NULL,NULL,NULL,24.46,80.25,1.333333
82564,21/06/1961,1200,0,NULL,18,NULL,NULL,NULL,NULL,NULL
82564,22/06/1961,0000,NULL,33.4,NULL,NULL,NULL,24.8,75.5,1.333333
82564,22/06/1961,1200,0,NULL,18.2,NULL,NULL,NULL,NULL,NULL
82564,23/06/1961,0000,NULL,33.3,NULL,NULL,NULL,25.62,77.25,1
82564,23/06/1961,1200,0,NULL,18.2,NULL,NULL,NULL,NULL,NULL
82564,24/06/1961,0000,NULL,32.5,NULL,NULL,NULL,25.38,71.75,1.333333
82564,24/06/1961,1200,0,NULL,19.2,NULL,NULL,NULL,NULL,NULL
82564,25/06/1961,0000,NULL,31.7,NULL,NULL,NULL,23.7,75,1
82564,25/06/1961,1200,0,NULL,18,NULL,NULL,NULL,NULL,NULL
82564,26/06/1961,0000,NULL,32.4,NULL,NULL,NULL,24.8,76.5,1.333333
82564,26/06/1961,1200,0,NULL,15.9,NULL,NULL,NULL,NULL,NULL
82564,27/06/1961,0000,NULL,33.3,NULL,NULL,NULL,25.82,75,1.666667
82564,27/06/1961,1200,0,NULL,21.2,NULL,NULL,NULL,NULL,NULL
82564,28/06/1961,0000,NULL,33.2,NULL,NULL,NULL,24.5,76.75,1.333333
82564,28/06/1961,1200,0,NULL,18,NULL,NULL,NULL,NULL,NULL
82564,29/06/1961,0000,NULL,32.6,NULL,NULL,NULL,24.44,74.25,1
82564,29/06/1961,1200,0,NULL,16.4,NULL,NULL,NULL,NULL,NULL
82564,30/06/1961,0000,NULL,32.2,NULL,NULL,NULL,25.64,76.25,1
82564,30/06/1961,1200,0,NULL,20,NULL,NULL,NULL,NULL,NULL
82564,01/07/1961,0000,NULL,33.8,NULL,NULL,NULL,25.44,72.25,1
82564,01/07/1961,1200,0,NULL,17.7,NULL,NULL,NULL,NULL,NULL
82564,02/07/1961,0000,NULL,33.6,NULL,NULL,NULL,25.12,73.25,1
82564,02/07/1961,1200,0,NULL,17.8,NULL,NULL,NULL,NULL,NULL
82564,03/07/1961,0000,NULL,33.4,NULL,NULL,NULL,24.52,72.25,1.333333
82564,03/07/1961,1200,0,NULL,16.8,NULL,NULL,NULL,NULL,NULL
82564,04/07/1961,0000,NULL,33.4,NULL,NULL,NULL,24.02,73.5,2.333333
82564,04/07/1961,1200,0,NULL,16.1,NULL,NULL,NULL,NULL,NULL
82564,05/07/1961,0000,NULL,33.9,NULL,NULL,NULL,25.36,72.5,1.666667
82564,05/07/1961,1200,0,NULL,18,NULL,NULL,NULL,NULL,NULL
82564,06/07/1961,0000,NULL,34.3,NULL,NULL,NULL,25.46,71,1
82564,06/07/1961,1200,0,NULL,17.4,NULL,NULL,NULL,NULL,NULL
82564,07/07/1961,0000,NULL,34.6,NULL,NULL,NULL,25.52,68.75,1
82564,07/07/1961,1200,0,NULL,18.9,NULL,NULL,NULL,NULL,NULL
82564,08/07/1961,0000,NULL,34.4,NULL,NULL,NULL,24.58,74.75,1
82564,08/07/1961,1200,0,NULL,17.2,NULL,NULL,NULL,NULL,NULL
82564,09/07/1961,0000,NULL,34.8,NULL,NULL,NULL,25.76,72.75,1
82564,09/07/1961,1200,0,NULL,16.9,NULL,NULL,NULL,NULL,NULL
82564,10/07/1961,0000,NULL,35.3,NULL,NULL,NULL,26.18,75.75,1
82564,10/07/1961,1200,0,NULL,19,NULL,NULL,NULL,NULL,NULL
82564,11/07/1961,0000,NULL,33,NULL,NULL,NULL,24.54,81.25,2
82564,11/07/1961,1200,0,NULL,18.1,NULL,NULL,NULL,NULL,NULL
82564,12/07/1961,0000,NULL,33.6,NULL,NULL,NULL,24.98,74.75,1.666667
82564,12/07/1961,1200,0,NULL,17.2,NULL,NULL,NULL,NULL,NULL
82564,13/07/1961,0000,NULL,33.1,NULL,NULL,NULL,24.32,73.25,1.666667
82564,13/07/1961,1200,0,NULL,15.9,NULL,NULL,NULL,NULL,NULL
82564,14/07/1961,0000,NULL,33,NULL,NULL,NULL,23.8,73.25,1.333333
82564,14/07/1961,1200,0,NULL,15.3,NULL,NULL,NULL,NULL,NULL
82564,15/07/1961,0000,NULL,33.2,NULL,NULL,NULL,24.84,77.5,1.666667
82564,15/07/1961,1200,0,NULL,18.9,NULL,NULL,NULL,NULL,NULL
82564,16/07/1961,0000,NULL,34.4,NULL,NULL,NULL,25.14,67,1.666667
82564,16/07/1961,1200,0,NULL,17.4,NULL,NULL,NULL,NULL,NULL
82564,17/07/1961,0000,NULL,33.8,NULL,NULL,NULL,24.62,78,1.333333
82564,17/07/1961,1200,0,NULL,19.3,NULL,NULL,NULL,NULL,NULL
82564,18/07/1961,0000,NULL,34.7,NULL,NULL,NULL,25.2,76.25,1
82564,18/07/1961,1200,0,NULL,16.2,NULL,NULL,NULL,NULL,NULL
82564,19/07/1961,0000,NULL,34.4,NULL,NULL,NULL,25.88,75.75,2.666667
82564,19/07/1961,1200,0,NULL,18.4,NULL,NULL,NULL,NULL,NULL
82564,20/07/1961,0000,NULL,34,NULL,NULL,NULL,26.64,75.5,1.666667
82564,20/07/1961,1200,2,NULL,22.4,NULL,NULL,NULL,NULL,NULL
82564,21/07/1961,0000,NULL,34.5,NULL,NULL,NULL,24.32,77.75,1.666667
82564,21/07/1961,1200,0,NULL,16.7,NULL,NULL,NULL,NULL,NULL
82564,22/07/1961,0000,NULL,34.6,NULL,NULL,NULL,24.34,71.5,0.666667
82564,22/07/1961,1200,0,NULL,14.7,NULL,NULL,NULL,NULL,NULL
82564,23/07/1961,0000,NULL,34.2,NULL,NULL,NULL,25.28,71.5,1
82564,23/07/1961,1200,0,NULL,16.9,NULL,NULL,NULL,NULL,NULL
82564,24/07/1961,0000,NULL,34.3,NULL,NULL,NULL,25.5,69.25,0.666667
82564,24/07/1961,1200,0,NULL,19.2,NULL,NULL,NULL,NULL,NULL
82564,25/07/1961,0000,NULL,34.2,NULL,NULL,NULL,25.08,71.75,1
82564,25/07/1961,1200,0,NULL,16.3,NULL,NULL,NULL,NULL,NULL
82564,26/07/1961,0000,NULL,34.5,NULL,NULL,NULL,25.64,74,1.333333
82564,26/07/1961,1200,0,NULL,17.8,NULL,NULL,NULL,NULL,NULL
82564,27/07/1961,0000,NULL,34.4,NULL,NULL,NULL,25.9,75.25,1
82564,27/07/1961,1200,0,NULL,18.1,NULL,NULL,NULL,NULL,NULL
82564,28/07/1961,0000,NULL,32.8,NULL,NULL,NULL,26.1,79.25,1.333333
82564,28/07/1961,1200,0,NULL,19.4,NULL,NULL,NULL,NULL,NULL
82564,29/07/1961,0000,NULL,34.6,NULL,NULL,NULL,25.72,68.75,0.666667
82564,29/07/1961,1200,0,NULL,19.7,NULL,NULL,NULL,NULL,NULL
82564,30/07/1961,0000,NULL,35,NULL,NULL,NULL,26.06,73.25,1
82564,30/07/1961,1200,0,NULL,18.2,NULL,NULL,NULL,NULL,NULL
82564,31/07/1961,0000,NULL,34.6,NULL,NULL,NULL,25.54,72,0.666667
82564,31/07/1961,1200,0,NULL,18.5,NULL,NULL,NULL,NULL,NULL
82564,01/08/1961,0000,NULL,35.3,NULL,NULL,NULL,25.24,75.75,1
82564,01/08/1961,1200,0,NULL,17.3,NULL,NULL,NULL,NULL,NULL
82564,02/08/1961,0000,NULL,35.5,NULL,NULL,NULL,25.7,68.5,1
82564,02/08/1961,1200,0,NULL,17.1,NULL,NULL,NULL,NULL,NULL
82564,03/08/1961,0000,NULL,34.8,NULL,NULL,NULL,25.98,72.75,1.333333
82564,03/08/1961,1200,0,NULL,17.9,NULL,NULL,NULL,NULL,NULL
82564,04/08/1961,0000,NULL,34.3,NULL,NULL,NULL,25.52,66.5,1.333333
82564,04/08/1961,1200,0,NULL,16.8,NULL,NULL,NULL,NULL,NULL
82564,05/08/1961,0000,NULL,34.4,NULL,NULL,NULL,24.92,63.5,1.666667
82564,05/08/1961,1200,0,NULL,16.8,NULL,NULL,NULL,NULL,NULL
82564,06/08/1961,0000,NULL,35.4,NULL,NULL,NULL,25.04,63,1
82564,06/08/1961,1200,0,NULL,16,NULL,NULL,NULL,NULL,NULL
82564,07/08/1961,0000,NULL,35.3,NULL,NULL,NULL,25.22,60.5,1
82564,07/08/1961,1200,0,NULL,16.6,NULL,NULL,NULL,NULL,NULL
82564,08/08/1961,0000,NULL,35.4,NULL,NULL,NULL,26.32,61.75,0.666667
82564,08/08/1961,1200,0,NULL,18.4,NULL,NULL,NULL,NULL,NULL
82564,09/08/1961,0000,NULL,35.4,NULL,NULL,NULL,26.06,59.5,1.333333
82564,09/08/1961,1200,0,NULL,17.4,NULL,NULL,NULL,NULL,NULL
82564,10/08/1961,0000,NULL,35,NULL,NULL,NULL,26.14,60.75,1
82564,10/08/1961,1200,0,NULL,16.1,NULL,NULL,NULL,NULL,NULL
82564,11/08/1961,0000,NULL,35.5,NULL,NULL,NULL,26.54,58,1.666667
82564,11/08/1961,1200,0,NULL,18.7,NULL,NULL,NULL,NULL,NULL
82564,12/08/1961,0000,NULL,35,NULL,NULL,NULL,25.62,63,1
82564,12/08/1961,1200,0,NULL,17.9,NULL,NULL,NULL,NULL,NULL
82564,13/08/1961,0000,NULL,34.4,NULL,NULL,NULL,25.92,57.25,1
82564,13/08/1961,1200,0,NULL,16.4,NULL,NULL,NULL,NULL,NULL
82564,14/08/1961,0000,NULL,35.2,NULL,NULL,NULL,25.5,63,1
82564,14/08/1961,1200,0,NULL,16.7,NULL,NULL,NULL,NULL,NULL
82564,15/08/1961,0000,NULL,35.5,NULL,NULL,NULL,25.28,56.75,1.666667
82564,15/08/1961,1200,0,NULL,16.2,NULL,NULL,NULL,NULL,NULL
82564,16/08/1961,0000,NULL,34.8,NULL,NULL,NULL,25.94,64.25,0.666667
82564,16/08/1961,1200,0,NULL,17,NULL,NULL,NULL,NULL,NULL
82564,17/08/1961,0000,NULL,36.2,NULL,NULL,NULL,26.42,62.75,0.666667
82564,17/08/1961,1200,0,NULL,17.5,NULL,NULL,NULL,NULL,NULL
82564,18/08/1961,0000,NULL,34.9,NULL,NULL,NULL,26.64,61.75,1
82564,18/08/1961,1200,0,NULL,18.2,NULL,NULL,NULL,NULL,NULL
82564,19/08/1961,0000,NULL,34.8,NULL,NULL,NULL,26,65.75,0.666667
82564,19/08/1961,1200,0,NULL,18.9,NULL,NULL,NULL,NULL,NULL
82564,20/08/1961,0000,NULL,34.2,NULL,NULL,NULL,25.14,67.75,0.666667
82564,20/08/1961,1200,0,NULL,18,NULL,NULL,NULL,NULL,NULL
82564,21/08/1961,0000,NULL,35,NULL,NULL,NULL,26.08,63.75,0.666667
82564,21/08/1961,1200,0,NULL,17.3,NULL,NULL,NULL,NULL,NULL
82564,22/08/1961,0000,NULL,37.7,NULL,NULL,NULL,26.82,63.25,1
82564,22/08/1961,1200,0,NULL,18.2,NULL,NULL,NULL,NULL,NULL
82564,23/08/1961,0000,NULL,33.2,NULL,NULL,NULL,26.32,73.25,0.666667
82564,23/08/1961,1200,0,NULL,20.6,NULL,NULL,NULL,NULL,NULL
82564,24/08/1961,0000,NULL,34.8,NULL,NULL,NULL,27.02,65.75,1.333333
82564,24/08/1961,1200,0,NULL,22.8,NULL,NULL,NULL,NULL,NULL
82564,25/08/1961,0000,NULL,34.4,NULL,NULL,NULL,25.78,66.25,1
82564,25/08/1961,1200,0,NULL,17.8,NULL,NULL,NULL,NULL,NULL
82564,26/08/1961,0000,NULL,35.1,NULL,NULL,NULL,27.26,68.25,1
82564,26/08/1961,1200,0,NULL,19.4,NULL,NULL,NULL,NULL,NULL
82564,27/08/1961,0000,NULL,35.4,NULL,NULL,NULL,27.56,66,1
82564,27/08/1961,1200,0,NULL,20.7,NULL,NULL,NULL,NULL,NULL
82564,28/08/1961,0000,NULL,36,NULL,NULL,NULL,27.24,65.5,0.666667
82564,28/08/1961,1200,0,NULL,20.1,NULL,NULL,NULL,NULL,NULL
82564,29/08/1961,0000,NULL,36,NULL,NULL,NULL,26.56,60.75,1
82564,29/08/1961,1200,0,NULL,18.4,NULL,NULL,NULL,NULL,NULL
82564,30/08/1961,0000,NULL,35.1,NULL,NULL,NULL,25.66,63.75,1
82564,30/08/1961,1200,0,NULL,17.8,NULL,NULL,NULL,NULL,NULL
82564,31/08/1961,0000,NULL,34,NULL,NULL,NULL,25.06,77.5,1
82564,31/08/1961,1200,0,NULL,17.7,NULL,NULL,NULL,NULL,NULL
82564,01/09/1961,0000,NULL,35,NULL,NULL,NULL,27.02,63.25,1
82564,01/09/1961,1200,0,NULL,18.9,NULL,NULL,NULL,NULL,NULL
82564,02/09/1961,0000,NULL,36.1,NULL,NULL,NULL,27.6,62.75,2
82564,02/09/1961,1200,0,NULL,20.3,NULL,NULL,NULL,NULL,NULL
82564,03/09/1961,0000,NULL,35.5,NULL,NULL,NULL,27.38,67,1.333333
82564,03/09/1961,1200,0,NULL,20.6,NULL,NULL,NULL,NULL,NULL
82564,04/09/1961,0000,NULL,36.3,NULL,NULL,NULL,27.22,63.5,0.666667
82564,04/09/1961,1200,0,NULL,19.2,NULL,NULL,NULL,NULL,NULL
82564,05/09/1961,0000,NULL,34,NULL,NULL,NULL,27.32,62.5,1
82564,05/09/1961,1200,0,NULL,20.6,NULL,NULL,NULL,NULL,NULL
82564,06/09/1961,0000,NULL,35,NULL,NULL,NULL,27.34,66,1.333333
82564,06/09/1961,1200,0,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,07/09/1961,0000,NULL,34.9,NULL,NULL,NULL,27.22,66.25,1.333333
82564,07/09/1961,1200,0,NULL,20.2,NULL,NULL,NULL,NULL,NULL
82564,08/09/1961,0000,NULL,35.5,NULL,NULL,NULL,27.54,62.75,1.666667
82564,08/09/1961,1200,0,NULL,20.1,NULL,NULL,NULL,NULL,NULL
82564,09/09/1961,0000,NULL,35.6,NULL,NULL,NULL,27.8,64.5,0.666667
82564,09/09/1961,1200,0,NULL,22.4,NULL,NULL,NULL,NULL,NULL
82564,10/09/1961,0000,NULL,35.4,NULL,NULL,NULL,27.82,63.25,1.666667
82564,10/09/1961,1200,0,NULL,21.8,NULL,NULL,NULL,NULL,NULL
82564,11/09/1961,0000,NULL,34.5,NULL,NULL,NULL,27.28,62.75,1.333333
82564,11/09/1961,1200,0,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,12/09/1961,0000,NULL,33.2,NULL,NULL,NULL,25.94,71.75,1
82564,12/09/1961,1200,0,NULL,19.9,NULL,NULL,NULL,NULL,NULL
82564,13/09/1961,0000,NULL,37.4,NULL,NULL,NULL,27.76,61.5,1.333333
82564,13/09/1961,1200,0,NULL,18.6,NULL,NULL,NULL,NULL,NULL
82564,14/09/1961,0000,NULL,30.6,NULL,NULL,NULL,24.84,77.5,0.666667
82564,14/09/1961,1200,0,NULL,20.9,NULL,NULL,NULL,NULL,NULL
82564,15/09/1961,0000,NULL,33.6,NULL,NULL,NULL,26.38,70,1
82564,15/09/1961,1200,0,NULL,19.4,NULL,NULL,NULL,NULL,NULL
82564,16/09/1961,0000,NULL,33.8,NULL,NULL,NULL,26.72,68.25,1
82564,16/09/1961,1200,0,NULL,19.6,NULL,NULL,NULL,NULL,NULL
82564,17/09/1961,0000,NULL,32.6,NULL,NULL,NULL,26.02,66.75,1.333333
82564,17/09/1961,1200,0,NULL,21.8,NULL,NULL,NULL,NULL,NULL
82564,18/09/1961,0000,NULL,31.7,NULL,NULL,NULL,24.86,72.75,0.666667
82564,18/09/1961,1200,0,NULL,19.4,NULL,NULL,NULL,NULL,NULL
82564,19/09/1961,0000,NULL,33.8,NULL,NULL,NULL,26.26,69.75,0.666667
82564,19/09/1961,1200,0,NULL,19.5,NULL,NULL,NULL,NULL,NULL
82564,20/09/1961,0000,NULL,35.6,NULL,NULL,NULL,27.3,62.25,1
82564,20/09/1961,1200,0,NULL,20.7,NULL,NULL,NULL,NULL,NULL
82564,21/09/1961,0000,NULL,35.4,NULL,NULL,NULL,27.28,65,1.666667
82564,21/09/1961,1200,0,NULL,20.7,NULL,NULL,NULL,NULL,NULL
82564,22/09/1961,0000,NULL,36.2,NULL,NULL,NULL,26,69,1
82564,22/09/1961,1200,0,NULL,20,NULL,NULL,NULL,NULL,NULL
82564,23/09/1961,0000,NULL,37.2,NULL,NULL,NULL,28.6,58.5,1.333333
82564,23/09/1961,1200,0,NULL,19.4,NULL,NULL,NULL,NULL,NULL
82564,24/09/1961,0000,NULL,35.5,NULL,NULL,NULL,28.26,60.25,2
82564,24/09/1961,1200,0,NULL,23.7,NULL,NULL,NULL,NULL,NULL
82564,25/09/1961,0000,NULL,37,NULL,NULL,NULL,28.76,56,1.333333
82564,25/09/1961,1200,0,NULL,20.6,NULL,NULL,NULL,NULL,NULL
82564,26/09/1961,0000,NULL,36.5,NULL,NULL,NULL,28.26,59.75,1.666667
82564,26/09/1961,1200,0,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,27/09/1961,0000,NULL,35.6,NULL,NULL,NULL,28.28,60,2
82564,27/09/1961,1200,0,NULL,22.4,NULL,NULL,NULL,NULL,NULL
82564,28/09/1961,0000,NULL,33.7,NULL,NULL,NULL,27.62,67.5,1
82564,28/09/1961,1200,0,NULL,23.8,NULL,NULL,NULL,NULL,NULL
82564,29/09/1961,0000,NULL,36.1,NULL,NULL,NULL,25.66,76.25,0.333333
82564,29/09/1961,1200,1,NULL,20.9,NULL,NULL,NULL,NULL,NULL
82564,30/09/1961,0000,NULL,34.6,NULL,NULL,NULL,26.82,70.75,1
82564,30/09/1961,1200,19.4,NULL,20.6,NULL,NULL,NULL,NULL,NULL
82564,01/10/1961,0000,NULL,34.2,NULL,NULL,NULL,27.54,70,1
82564,01/10/1961,1200,0,NULL,21.7,NULL,NULL,NULL,NULL,NULL
82564,02/10/1961,0000,NULL,34.9,NULL,NULL,NULL,26.86,72.25,1
82564,02/10/1961,1200,0,NULL,22.6,NULL,NULL,NULL,NULL,NULL
82564,03/10/1961,0000,NULL,33.6,NULL,NULL,NULL,25.38,80.25,0.666667
82564,03/10/1961,1200,6.6,NULL,20.7,NULL,NULL,NULL,NULL,NULL
82564,04/10/1961,0000,NULL,33.4,NULL,NULL,NULL,26.98,70.25,1.333333
82564,04/10/1961,1200,0,NULL,21.1,NULL,NULL,NULL,NULL,NULL
82564,05/10/1961,0000,NULL,34.8,NULL,NULL,NULL,27.44,67.25,1.333333
82564,05/10/1961,1200,0,NULL,21.8,NULL,NULL,NULL,NULL,NULL
82564,06/10/1961,0000,NULL,37.2,NULL,NULL,NULL,28.62,58.25,1
82564,06/10/1961,1200,0,NULL,22.6,NULL,NULL,NULL,NULL,NULL
82564,07/10/1961,0000,NULL,36.8,NULL,NULL,NULL,28.68,59.75,1
82564,07/10/1961,1200,0,NULL,21.1,NULL,NULL,NULL,NULL,NULL
82564,08/10/1961,0000,NULL,35.6,NULL,NULL,NULL,28.12,63.25,1
82564,08/10/1961,1200,0,NULL,22,NULL,NULL,NULL,NULL,NULL
82564,09/10/1961,0000,NULL,36,NULL,NULL,NULL,28.9,64.5,0.666667
82564,09/10/1961,1200,0,NULL,23.2,NULL,NULL,NULL,NULL,NULL
82564,10/10/1961,0000,NULL,32.8,NULL,NULL,NULL,24.82,84.5,1.666667
82564,10/10/1961,1200,13,NULL,20.2,NULL,NULL,NULL,NULL,NULL
82564,11/10/1961,0000,NULL,30.6,NULL,NULL,NULL,25.7,82,0.666667
82564,11/10/1961,1200,4.7,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,12/10/1961,0000,NULL,34.6,NULL,NULL,NULL,27.86,70.25,0.666667
82564,12/10/1961,1200,0.2,NULL,22.6,NULL,NULL,NULL,NULL,NULL
82564,13/10/1961,0000,NULL,35,NULL,NULL,NULL,27.72,70.75,0.333333
82564,13/10/1961,1200,0,NULL,22.6,NULL,NULL,NULL,NULL,NULL
82564,14/10/1961,0000,NULL,34.4,NULL,NULL,NULL,27.88,70.5,0.666667
82564,14/10/1961,1200,0,NULL,23.4,NULL,NULL,NULL,NULL,NULL
82564,15/10/1961,0000,NULL,35,NULL,NULL,NULL,28.62,65,1
82564,15/10/1961,1200,0,NULL,22.8,NULL,NULL,NULL,NULL,NULL
82564,16/10/1961,0000,NULL,36.4,NULL,NULL,NULL,28.48,65.5,0.666667
82564,16/10/1961,1200,0,NULL,23,NULL,NULL,NULL,NULL,NULL
82564,17/10/1961,0000,NULL,36.6,NULL,NULL,NULL,28.08,60.75,0.666667
82564,17/10/1961,1200,0,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,18/10/1961,0000,NULL,36.5,NULL,NULL,NULL,27.88,68.5,0.666667
82564,18/10/1961,1200,0,NULL,22.5,NULL,NULL,NULL,NULL,NULL
82564,19/10/1961,0000,NULL,34.3,NULL,NULL,NULL,27.6,67.5,0.666667
82564,19/10/1961,1200,0,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,20/10/1961,0000,NULL,34.2,NULL,NULL,NULL,27.72,71.75,0.666667
82564,20/10/1961,1200,0,NULL,22.7,NULL,NULL,NULL,NULL,NULL
82564,21/10/1961,0000,NULL,30.9,NULL,NULL,NULL,26.04,82,0.666667
82564,21/10/1961,1200,0,NULL,23.5,NULL,NULL,NULL,NULL,NULL
82564,22/10/1961,0000,NULL,33.7,NULL,NULL,NULL,25.84,69.75,1
82564,22/10/1961,1200,0,NULL,20.6,NULL,NULL,NULL,NULL,NULL
82564,23/10/1961,0000,NULL,36.4,NULL,NULL,NULL,27.34,62.5,1.333333
82564,23/10/1961,1200,0,NULL,20,NULL,NULL,NULL,NULL,NULL
82564,24/10/1961,0000,NULL,34.3,NULL,NULL,NULL,27.24,68.5,1
82564,24/10/1961,1200,0,NULL,21.7,NULL,NULL,NULL,NULL,NULL
82564,25/10/1961,0000,NULL,34.6,NULL,NULL,NULL,27.14,68.5,0.666667
82564,25/10/1961,1200,0,NULL,20.7,NULL,NULL,NULL,NULL,NULL
82564,26/10/1961,0000,NULL,32.6,NULL,NULL,NULL,26.48,76,0.666667
82564,26/10/1961,1200,0,NULL,21.1,NULL,NULL,NULL,NULL,NULL
82564,27/10/1961,0000,NULL,33.4,NULL,NULL,NULL,26.86,70,1
82564,27/10/1961,1200,0,NULL,20.3,NULL,NULL,NULL,NULL,NULL
82564,28/10/1961,0000,NULL,34.6,NULL,NULL,NULL,27.62,65,0.666667
82564,28/10/1961,1200,0,NULL,20.9,NULL,NULL,NULL,NULL,NULL
82564,29/10/1961,0000,NULL,32.2,NULL,NULL,NULL,26.96,82.5,0.333333
82564,29/10/1961,1200,0,NULL,22.1,NULL,NULL,NULL,NULL,NULL
82564,30/10/1961,0000,NULL,27.2,NULL,NULL,NULL,23.96,90.5,0.333333
82564,30/10/1961,1200,27.4,NULL,20.7,NULL,NULL,NULL,NULL,NULL
82564,31/10/1961,0000,NULL,33.8,NULL,NULL,NULL,27.22,70.5,1
82564,31/10/1961,1200,1.4,NULL,22.4,NULL,NULL,NULL,NULL,NULL
82564,01/11/1961,0000,NULL,35.1,NULL,NULL,NULL,27.54,65.5,0.666667
82564,01/11/1961,1200,0,NULL,21.8,NULL,NULL,NULL,NULL,NULL
82564,02/11/1961,0000,NULL,36.9,NULL,NULL,NULL,28.68,60.75,0.666667
82564,02/11/1961,1200,0,NULL,21.8,NULL,NULL,NULL,NULL,NULL
82564,03/11/1961,0000,NULL,33,NULL,NULL,NULL,27.42,74.25,0.666667
82564,03/11/1961,1200,0,NULL,23.6,NULL,NULL,NULL,NULL,NULL
82564,04/11/1961,0000,NULL,32.6,NULL,NULL,NULL,25.36,82.5,0.666667
82564,04/11/1961,1200,0,NULL,22.4,NULL,NULL,NULL,NULL,NULL
82564,05/11/1961,0000,NULL,31.4,NULL,NULL,NULL,25.12,77.5,0.666667
82564,05/11/1961,1200,2.8,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,06/11/1961,0000,NULL,33,NULL,NULL,NULL,26.82,70.25,1.333333
82564,06/11/1961,1200,0,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,07/11/1961,0000,NULL,34.9,NULL,NULL,NULL,28,59.75,1.666667
