"Estacao","Data","Hora","Precipitacao","TempMaxima","TempMinima","Insolacao","Evaporacao Piche","Temp Comp Media","Umidade Relativa Media","Velocidade do Vento Media"
82564,08/11/1966,1200,0,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,09/11/1966,0000,NULL,34.6,NULL,NULL,NULL,26.2,70.25,1.333333
82564,09/11/1966,1200,0,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,10/11/1966,0000,NULL,34.6,NULL,NULL,NULL,26.28,69.75,0.666667
82564,10/11/1966,1200,0,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,11/11/1966,0000,NULL,32.6,NULL,NULL,NULL,26.26,82.75,0.6
82564,11/11/1966,1200,0,NULL,22.4,NULL,NULL,NULL,NULL,NULL
82564,12/11/1966,0000,NULL,31.4,NULL,NULL,NULL,24.34,77.25,0
82564,12/11/1966,1200,0,NULL,22.4,NULL,NULL,NULL,NULL,NULL
82564,13/11/1966,0000,NULL,31.7,NULL,NULL,NULL,24.12,76.25,1
82564,13/11/1966,1200,0,NULL,24.2,NULL,NULL,NULL,NULL,NULL
82564,14/11/1966,0000,NULL,30.5,NULL,NULL,NULL,22.64,87.75,0.333333
82564,14/11/1966,1200,0,NULL,22.7,NULL,NULL,NULL,NULL,NULL
82564,15/11/1966,0000,NULL,29.7,NULL,NULL,NULL,22.9,87.25,0.666667
82564,15/11/1966,1200,0,NULL,21.6,NULL,NULL,NULL,NULL,NULL
82564,16/11/1966,0000,NULL,28.6,NULL,NULL,NULL,21.5,89.25,0.333333
82564,16/11/1966,1200,19.1,NULL,21.8,NULL,NULL,NULL,NULL,NULL
82564,17/11/1966,0000,NULL,32.7,NULL,NULL,NULL,26.18,80.25,0.666667
82564,17/11/1966,1200,0,NULL,20.8,NULL,NULL,NULL,NULL,NULL
82564,18/11/1966,0000,NULL,34,NULL,NULL,NULL,25.58,75,0.666667
82564,18/11/1966,1200,0,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,19/11/1966,0000,NULL,33.4,NULL,NULL,NULL,23.4,83.75,0.666667
82564,19/11/1966,1200,0,NULL,22.4,NULL,NULL,NULL,NULL,NULL
82564,20/11/1966,0000,NULL,32.4,NULL,NULL,NULL,23.04,89.25,0.666667
82564,20/11/1966,1200,27.6,NULL,21.2,NULL,NULL,NULL,NULL,NULL
82564,21/11/1966,0000,NULL,31.2,NULL,NULL,NULL,23.76,80,1.333333
82564,21/11/1966,1200,44.4,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,22/11/1966,0000,NULL,32.7,NULL,NULL,NULL,25.32,75,0.666667
82564,22/11/1966,1200,0,NULL,21.1,NULL,NULL,NULL,NULL,NULL
82564,23/11/1966,0000,NULL,30.4,NULL,NULL,NULL,23.18,84.25,0
82564,23/11/1966,1200,0,NULL,22.4,NULL,NULL,NULL,NULL,NULL
82564,24/11/1966,0000,NULL,31.8,NULL,NULL,NULL,25.74,86.25,1
82564,24/11/1966,1200,0,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,25/11/1966,0000,NULL,32,NULL,NULL,NULL,24.42,80.25,0.666667
82564,25/11/1966,1200,0,NULL,22.2,NULL,NULL,NULL,NULL,NULL
82564,26/11/1966,0000,NULL,33.4,NULL,NULL,NULL,25.88,77.5,0.666667
82564,26/11/1966,1200,0,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,27/11/1966,0000,NULL,31.8,NULL,NULL,NULL,22.96,88.75,0.333333
82564,27/11/1966,1200,0,NULL,23.5,NULL,NULL,NULL,NULL,NULL
82564,28/11/1966,0000,NULL,30.4,NULL,NULL,NULL,22.38,92.5,0.333333
82564,28/11/1966,1200,23,NULL,22.2,NULL,NULL,NULL,NULL,NULL
82564,29/11/1966,0000,NULL,28.2,NULL,NULL,NULL,21.5,92,0.333333
82564,29/11/1966,1200,5.8,NULL,23,NULL,NULL,NULL,NULL,NULL
82564,30/11/1966,0000,NULL,25.8,NULL,NULL,NULL,19.92,94.5,0
82564,30/11/1966,1200,1,NULL,22.2,NULL,NULL,NULL,NULL,NULL
82564,01/12/1966,0000,NULL,30.7,NULL,NULL,NULL,23.74,80.75,0.666667
82564,01/12/1966,1200,4.2,NULL,21.6,NULL,NULL,NULL,NULL,NULL
82564,02/12/1966,0000,NULL,30.7,NULL,NULL,NULL,22.02,88.5,1
82564,02/12/1966,1200,0,NULL,22.6,NULL,NULL,NULL,NULL,NULL
82564,03/12/1966,0000,NULL,23.5,NULL,NULL,NULL,22.34,97,0
82564,03/12/1966,1200,37.7,NULL,20.8,NULL,NULL,NULL,NULL,NULL
82564,04/12/1966,0000,NULL,31.4,NULL,NULL,NULL,23.72,86.25,0.666667
82564,04/12/1966,1200,7,NULL,21.6,NULL,NULL,NULL,NULL,NULL
82564,05/12/1966,0000,NULL,33.2,NULL,NULL,NULL,25.04,82.5,0.333333
82564,05/12/1966,1200,0,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,06/12/1966,0000,NULL,33.8,NULL,NULL,NULL,25.52,81.5,0.666667
82564,06/12/1966,1200,0,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,07/12/1966,0000,NULL,31.7,NULL,NULL,NULL,25.62,76.5,0
82564,07/12/1966,1200,0,NULL,18.4,NULL,NULL,NULL,NULL,NULL
82564,08/12/1966,0000,NULL,34.2,NULL,NULL,NULL,24.46,80.75,0.333333
82564,08/12/1966,1200,0,NULL,22,NULL,NULL,NULL,NULL,NULL
82564,09/12/1966,0000,NULL,32.2,NULL,NULL,NULL,23.32,88.25,0.666667
82564,09/12/1966,1200,0,NULL,21.3,NULL,NULL,NULL,NULL,NULL
82564,10/12/1966,0000,NULL,31.7,NULL,NULL,NULL,23.76,90.5,0.333333
82564,10/12/1966,1200,2.8,NULL,21.7,NULL,NULL,NULL,NULL,NULL
82564,11/12/1966,0000,NULL,31.8,NULL,NULL,NULL,23.98,81.25,0.666667
82564,11/12/1966,1200,6,NULL,22.4,NULL,NULL,NULL,NULL,NULL
82564,12/12/1966,0000,NULL,32.6,NULL,NULL,NULL,25.04,76.25,1
82564,12/12/1966,1200,0,NULL,22.1,NULL,NULL,NULL,NULL,NULL
82564,13/12/1966,0000,NULL,31.7,NULL,NULL,NULL,24.74,80.75,0.666667
82564,13/12/1966,1200,0,NULL,22.2,NULL,NULL,NULL,NULL,NULL
82564,14/12/1966,0000,NULL,34.1,NULL,NULL,NULL,25.22,80.75,0.666667
82564,14/12/1966,1200,0,NULL,22.8,NULL,NULL,NULL,NULL,NULL
82564,15/12/1966,0000,NULL,32.3,NULL,NULL,NULL,22.98,86.75,1.333333
82564,15/12/1966,1200,0,NULL,22.7,NULL,NULL,NULL,NULL,NULL
82564,16/12/1966,0000,NULL,29.8,NULL,NULL,NULL,22.54,92.25,1
82564,16/12/1966,1200,55.8,NULL,20.9,NULL,NULL,NULL,NULL,NULL
82564,17/12/1966,0000,NULL,31,NULL,NULL,NULL,23.58,86.75,0.333333
82564,17/12/1966,1200,0,NULL,22.3,NULL,NULL,NULL,NULL,NULL
82564,18/12/1966,0000,NULL,32.2,NULL,NULL,NULL,23.86,81.25,1
82564,18/12/1966,1200,0,NULL,22.8,NULL,NULL,NULL,NULL,NULL
82564,19/12/1966,0000,NULL,29.5,NULL,NULL,NULL,21.46,92.5,0.666667
82564,19/12/1966,1200,0.6,NULL,23,NULL,NULL,NULL,NULL,NULL
82564,20/12/1966,0000,NULL,28.3,NULL,NULL,NULL,24.3,91,0.333333
82564,20/12/1966,1200,12.4,NULL,21.8,NULL,NULL,NULL,NULL,NULL
82564,21/12/1966,0000,NULL,31.5,NULL,NULL,NULL,23.2,85.25,0.666667
82564,21/12/1966,1200,0.4,NULL,21.7,NULL,NULL,NULL,NULL,NULL
82564,22/12/1966,0000,NULL,27,NULL,NULL,NULL,23.7,98.25,0.333333
82564,22/12/1966,1200,7.5,NULL,22,NULL,NULL,NULL,NULL,NULL
82564,23/12/1966,0000,NULL,30,NULL,NULL,NULL,22.4,90,1.333333
82564,23/12/1966,1200,61.2,NULL,21.8,NULL,NULL,NULL,NULL,NULL
82564,24/12/1966,0000,NULL,27.9,NULL,NULL,NULL,20.84,93,0
82564,24/12/1966,1200,37.9,NULL,21,NULL,NULL,NULL,NULL,NULL
82564,25/12/1966,0000,NULL,29.8,NULL,NULL,NULL,22.68,92.25,0
82564,25/12/1966,1200,0.6,NULL,20.7,NULL,NULL,NULL,NULL,NULL
82564,26/12/1966,0000,NULL,30.6,NULL,NULL,NULL,22.74,93.5,0.333333
82564,26/12/1966,1200,0,NULL,22.8,NULL,NULL,NULL,NULL,NULL
82564,27/12/1966,0000,NULL,31.3,NULL,NULL,NULL,22.66,84.5,0.666667
82564,27/12/1966,1200,31.5,NULL,22.3,NULL,NULL,NULL,NULL,NULL
82564,28/12/1966,0000,NULL,31.6,NULL,NULL,NULL,24,90.75,0.333333
82564,28/12/1966,1200,0,NULL,20.8,NULL,NULL,NULL,NULL,NULL
82564,29/12/1966,0000,NULL,26.2,NULL,NULL,NULL,23.96,96,0
82564,29/12/1966,1200,1.2,NULL,22.7,NULL,NULL,NULL,NULL,NULL
82564,30/12/1966,0000,NULL,28.6,NULL,NULL,NULL,24.3,96,0
82564,30/12/1966,1200,14.8,NULL,21.7,NULL,NULL,NULL,NULL,NULL
82564,31/12/1966,0000,NULL,30.4,NULL,NULL,NULL,21.96,92.75,0
82564,31/12/1966,1200,7.5,NULL,20.8,NULL,NULL,NULL,NULL,NULL
82564,01/01/1967,0000,NULL,31.8,NULL,NULL,NULL,25.48,85.75,0
82564,01/01/1967,1200,3.4,NULL,20.2,NULL,NULL,NULL,NULL,NULL
82564,02/01/1967,0000,NULL,30.6,NULL,NULL,NULL,25.78,86.25,1.333333
82564,02/01/1967,1200,0,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,03/01/1967,0000,NULL,32.2,NULL,NULL,NULL,25.96,83,0.666667
82564,03/01/1967,1200,1.2,NULL,22.2,NULL,NULL,NULL,NULL,NULL
82564,04/01/1967,0000,NULL,31.6,NULL,NULL,NULL,25.86,79.25,0.666667
82564,04/01/1967,1200,0.1,NULL,20.9,NULL,NULL,NULL,NULL,NULL
82564,05/01/1967,0000,NULL,30,NULL,NULL,NULL,25.62,86.75,0.333333
82564,05/01/1967,1200,0,NULL,22.9,NULL,NULL,NULL,NULL,NULL
82564,06/01/1967,0000,NULL,31.5,NULL,NULL,NULL,26.24,86.25,0
82564,06/01/1967,1200,0.2,NULL,22,NULL,NULL,NULL,NULL,NULL
82564,07/01/1967,0000,NULL,33.2,NULL,NULL,NULL,26.22,86.25,1
82564,07/01/1967,1200,0,NULL,22.3,NULL,NULL,NULL,NULL,NULL
82564,08/01/1967,0000,NULL,29.9,NULL,NULL,NULL,24.88,86.5,0.666667
82564,08/01/1967,1200,1.6,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,09/01/1967,0000,NULL,30.9,NULL,NULL,NULL,25.42,90.25,1.333333
82564,09/01/1967,1200,0,NULL,21.6,NULL,NULL,NULL,NULL,NULL
82564,10/01/1967,0000,NULL,33.1,NULL,NULL,NULL,26.82,81.75,0.666667
82564,10/01/1967,1200,0,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,11/01/1967,0000,NULL,34.2,NULL,NULL,NULL,27.62,78,0.666667
82564,11/01/1967,1200,1,NULL,20.9,NULL,NULL,NULL,NULL,NULL
82564,12/01/1967,0000,NULL,34,NULL,NULL,NULL,27.94,75.25,1.666667
82564,12/01/1967,1200,0,NULL,22,NULL,NULL,NULL,NULL,NULL
82564,13/01/1967,0000,NULL,32.6,NULL,NULL,NULL,25.92,85.5,0.333333
82564,13/01/1967,1200,0,NULL,23.1,NULL,NULL,NULL,NULL,NULL
82564,14/01/1967,0000,NULL,31.7,NULL,NULL,NULL,25.6,92,0.666667
82564,14/01/1967,1200,2.9,NULL,21.7,NULL,NULL,NULL,NULL,NULL
82564,15/01/1967,0000,NULL,29.2,NULL,NULL,NULL,25.76,86.5,0.333333
82564,15/01/1967,1200,4.8,NULL,22.4,NULL,NULL,NULL,NULL,NULL
82564,16/01/1967,0000,NULL,32.6,NULL,NULL,NULL,25.94,86.25,0.333333
82564,16/01/1967,1200,4.6,NULL,22.6,NULL,NULL,NULL,NULL,NULL
82564,17/01/1967,0000,NULL,30.8,NULL,NULL,NULL,25.18,90.75,0.333333
82564,17/01/1967,1200,10.4,NULL,22.8,NULL,NULL,NULL,NULL,NULL
82564,18/01/1967,0000,NULL,31.4,NULL,NULL,NULL,25.38,85.75,0.333333
82564,18/01/1967,1200,3,NULL,22.6,NULL,NULL,NULL,NULL,NULL
82564,19/01/1967,0000,NULL,26.7,NULL,NULL,NULL,23.92,95.5,0
82564,19/01/1967,1200,5.5,NULL,21.5,NULL,NULL,NULL,NULL,NULL
82564,20/01/1967,0000,NULL,30.4,NULL,NULL,NULL,24.98,85.25,0.333333
82564,20/01/1967,1200,2.4,NULL,20.1,NULL,NULL,NULL,NULL,NULL
82564,21/01/1967,0000,NULL,32.2,NULL,NULL,NULL,26.1,86,0.666667
82564,21/01/1967,1200,0,NULL,21.1,NULL,NULL,NULL,NULL,NULL
82564,22/01/1967,0000,NULL,31.4,NULL,NULL,NULL,25.1,88.5,0.666667
82564,22/01/1967,1200,0,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,23/01/1967,0000,NULL,32,NULL,NULL,NULL,26.06,85.75,0.666667
82564,23/01/1967,1200,23.8,NULL,21.6,NULL,NULL,NULL,NULL,NULL
82564,24/01/1967,0000,NULL,32.2,NULL,NULL,NULL,26.06,83.5,0.666667
82564,24/01/1967,1200,0,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,25/01/1967,0000,NULL,33.4,NULL,NULL,NULL,27.4,80.25,1
82564,25/01/1967,1200,0,NULL,22,NULL,NULL,NULL,NULL,NULL
82564,26/01/1967,0000,NULL,32.8,NULL,NULL,NULL,26.68,84.25,0.666667
82564,26/01/1967,1200,0,NULL,22.9,NULL,NULL,NULL,NULL,NULL
82564,27/01/1967,0000,NULL,31.8,NULL,NULL,NULL,26.52,79,1
82564,27/01/1967,1200,0,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,28/01/1967,0000,NULL,32.2,NULL,NULL,NULL,25.74,86.25,1
82564,28/01/1967,1200,9,NULL,22.4,NULL,NULL,NULL,NULL,NULL
82564,29/01/1967,0000,NULL,33,NULL,NULL,NULL,26.32,84.25,0.666667
82564,29/01/1967,1200,9.8,NULL,22.4,NULL,NULL,NULL,NULL,NULL
82564,30/01/1967,0000,NULL,25.6,NULL,NULL,NULL,23.1,96.75,0.333333
82564,30/01/1967,1200,29.6,NULL,20.8,NULL,NULL,NULL,NULL,NULL
82564,31/01/1967,0000,NULL,31,NULL,NULL,NULL,25.5,87.5,0.333333
82564,31/01/1967,1200,36.2,NULL,21.1,NULL,NULL,NULL,NULL,NULL
82564,01/02/1967,0000,NULL,25.5,NULL,NULL,NULL,23.16,94.25,0.333333
82564,01/02/1967,1200,17,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,02/02/1967,0000,NULL,32,NULL,NULL,NULL,26.3,83.75,0.666667
82564,02/02/1967,1200,0.2,NULL,22.1,NULL,NULL,NULL,NULL,NULL
82564,03/02/1967,0000,NULL,30.6,NULL,NULL,NULL,24.76,86.25,0.666667
82564,03/02/1967,1200,7,NULL,21.8,NULL,NULL,NULL,NULL,NULL
82564,04/02/1967,0000,NULL,31.6,NULL,NULL,NULL,25.76,85.5,1
82564,04/02/1967,1200,0,NULL,21.5,NULL,NULL,NULL,NULL,NULL
82564,05/02/1967,0000,NULL,30.6,NULL,NULL,NULL,25.92,87,1.333333
82564,05/02/1967,1200,13.2,NULL,22,NULL,NULL,NULL,NULL,NULL
82564,06/02/1967,0000,NULL,32.5,NULL,NULL,NULL,26.56,81.25,1.333333
82564,06/02/1967,1200,2.7,NULL,22,NULL,NULL,NULL,NULL,NULL
82564,07/02/1967,0000,NULL,32.4,NULL,NULL,NULL,26.52,82.75,0.666667
82564,07/02/1967,1200,0,NULL,22.6,NULL,NULL,NULL,NULL,NULL
82564,08/02/1967,0000,NULL,31.1,NULL,NULL,NULL,25.16,90.25,1
82564,08/02/1967,1200,0,NULL,21.3,NULL,NULL,NULL,NULL,NULL
82564,09/02/1967,0000,NULL,28.6,NULL,NULL,NULL,24.78,88.75,0.666667
82564,09/02/1967,1200,20.2,NULL,21.6,NULL,NULL,NULL,NULL,NULL
82564,10/02/1967,0000,NULL,30.8,NULL,NULL,NULL,25,87.75,0.333333
82564,10/02/1967,1200,4.2,NULL,21.2,NULL,NULL,NULL,NULL,NULL
82564,11/02/1967,0000,NULL,28.6,NULL,NULL,NULL,24.48,88.75,2.666667
82564,11/02/1967,1200,0.6,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,12/02/1967,0000,NULL,28.4,NULL,NULL,NULL,24.32,90,0.666667
82564,12/02/1967,1200,24.2,NULL,20.7,NULL,NULL,NULL,NULL,NULL
82564,13/02/1967,0000,NULL,32.2,NULL,NULL,NULL,26.26,83,0.333333
82564,13/02/1967,1200,0,NULL,21.2,NULL,NULL,NULL,NULL,NULL
82564,14/02/1967,0000,NULL,31.7,NULL,NULL,NULL,25.86,87,1.666667
82564,14/02/1967,1200,5.6,NULL,22.6,NULL,NULL,NULL,NULL,NULL
82564,15/02/1967,0000,NULL,25.2,NULL,NULL,NULL,23.38,94.5,0.666667
82564,15/02/1967,1200,13,NULL,20.9,NULL,NULL,NULL,NULL,NULL
82564,16/02/1967,0000,NULL,31.9,NULL,NULL,NULL,25.9,84.25,0.666667
82564,16/02/1967,1200,2.8,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,17/02/1967,0000,NULL,32,NULL,NULL,NULL,25.14,87.75,1.666667
82564,17/02/1967,1200,1.6,NULL,22,NULL,NULL,NULL,NULL,NULL
82564,18/02/1967,0000,NULL,31.6,NULL,NULL,NULL,26.34,86.75,1
82564,18/02/1967,1200,12,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,19/02/1967,0000,NULL,31.9,NULL,NULL,NULL,25.18,91.5,0.333333
82564,19/02/1967,1200,0.2,NULL,21.6,NULL,NULL,NULL,NULL,NULL
82564,20/02/1967,0000,NULL,30.7,NULL,NULL,NULL,25.4,92,0.666667
82564,20/02/1967,1200,3.2,NULL,21.7,NULL,NULL,NULL,NULL,NULL
82564,21/02/1967,0000,NULL,27.4,NULL,NULL,NULL,23.96,95,0
82564,21/02/1967,1200,37.1,NULL,22.2,NULL,NULL,NULL,NULL,NULL
82564,22/02/1967,0000,NULL,31.2,NULL,NULL,NULL,25.04,87.75,0.333333
82564,22/02/1967,1200,26.4,NULL,21.1,NULL,NULL,NULL,NULL,NULL
82564,23/02/1967,0000,NULL,31.4,NULL,NULL,NULL,25.1,90.5,1.666667
82564,23/02/1967,1200,3.2,NULL,21.3,NULL,NULL,NULL,NULL,NULL
82564,24/02/1967,0000,NULL,31,NULL,NULL,NULL,24.72,89.5,0.333333
82564,24/02/1967,1200,0,NULL,21.8,NULL,NULL,NULL,NULL,NULL
82564,25/02/1967,0000,NULL,31.6,NULL,NULL,NULL,24.9,88.25,0.666667
82564,25/02/1967,1200,20.4,NULL,21.1,NULL,NULL,NULL,NULL,NULL
82564,26/02/1967,0000,NULL,30.3,NULL,NULL,NULL,25,89.75,0.333333
82564,26/02/1967,1200,21.7,NULL,21.7,NULL,NULL,NULL,NULL,NULL
82564,27/02/1967,0000,NULL,29.3,NULL,NULL,NULL,24.16,92.5,0
82564,27/02/1967,1200,41.4,NULL,20.6,NULL,NULL,NULL,NULL,NULL
82564,28/02/1967,0000,NULL,30.7,NULL,NULL,NULL,25.44,90,0.333333
82564,28/02/1967,1200,1.2,NULL,22.7,NULL,NULL,NULL,NULL,NULL
82564,01/03/1967,0000,NULL,32.2,NULL,NULL,NULL,25.88,85.5,0.666667
82564,01/03/1967,1200,4.4,NULL,22,NULL,NULL,NULL,NULL,NULL
82564,02/03/1967,0000,NULL,31.7,NULL,NULL,NULL,26.46,86.75,0.333333
82564,02/03/1967,1200,0,NULL,22.8,NULL,NULL,NULL,NULL,NULL
82564,03/03/1967,0000,NULL,30.5,NULL,NULL,NULL,26.18,85.25,0.666667
82564,03/03/1967,1200,0,NULL,22.1,NULL,NULL,NULL,NULL,NULL
82564,04/03/1967,0000,NULL,33.2,NULL,NULL,NULL,26.68,80.25,0.666667
82564,04/03/1967,1200,0,NULL,22.6,NULL,NULL,NULL,NULL,NULL
82564,05/03/1967,0000,NULL,32.8,NULL,NULL,NULL,26.34,85,0.333333
82564,05/03/1967,1200,3.4,NULL,22.6,NULL,NULL,NULL,NULL,NULL
82564,06/03/1967,0000,NULL,32,NULL,NULL,NULL,26.04,86.25,0.333333
82564,06/03/1967,1200,0,NULL,22.7,NULL,NULL,NULL,NULL,NULL
82564,07/03/1967,0000,NULL,32,NULL,NULL,NULL,25.62,88.75,0.333333
82564,07/03/1967,1200,6,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,08/03/1967,0000,NULL,30.3,NULL,NULL,NULL,25.64,91,0.333333
82564,08/03/1967,1200,47.3,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,09/03/1967,0000,NULL,28,NULL,NULL,NULL,24.7,91.75,0.333333
82564,09/03/1967,1200,19,NULL,21.7,NULL,NULL,NULL,NULL,NULL
82564,10/03/1967,0000,NULL,28.2,NULL,NULL,NULL,24.92,88.5,1
82564,10/03/1967,1200,7.8,NULL,22,NULL,NULL,NULL,NULL,NULL
82564,11/03/1967,0000,NULL,32.2,NULL,NULL,NULL,25.7,85,0.666667
82564,11/03/1967,1200,4.2,NULL,21.7,NULL,NULL,NULL,NULL,NULL
82564,12/03/1967,0000,NULL,32.2,NULL,NULL,NULL,26.68,84,0.333333
82564,12/03/1967,1200,0,NULL,22.3,NULL,NULL,NULL,NULL,NULL
82564,13/03/1967,0000,NULL,32.2,NULL,NULL,NULL,25.62,86.5,0.666667
82564,13/03/1967,1200,0,NULL,22.7,NULL,NULL,NULL,NULL,NULL
82564,14/03/1967,0000,NULL,29.3,NULL,NULL,NULL,24.52,92.25,1
82564,14/03/1967,1200,7.5,NULL,22.1,NULL,NULL,NULL,NULL,NULL
82564,15/03/1967,0000,NULL,31.5,NULL,NULL,NULL,25.54,93.25,0.666667
82564,15/03/1967,1200,8.8,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,16/03/1967,0000,NULL,31.8,NULL,NULL,NULL,25.98,88.25,0.666667
82564,16/03/1967,1200,11.4,NULL,22.9,NULL,NULL,NULL,NULL,NULL
82564,17/03/1967,0000,NULL,28.4,NULL,NULL,NULL,24.78,93.75,0.666667
82564,17/03/1967,1200,11.6,NULL,22.5,NULL,NULL,NULL,NULL,NULL
82564,18/03/1967,0000,NULL,30.2,NULL,NULL,NULL,25.18,94.25,1
82564,18/03/1967,1200,4.2,NULL,22.3,NULL,NULL,NULL,NULL,NULL
82564,19/03/1967,0000,NULL,32.5,NULL,NULL,NULL,26.44,84.5,0.333333
82564,19/03/1967,1200,6.3,NULL,22.1,NULL,NULL,NULL,NULL,NULL
82564,20/03/1967,0000,NULL,26.5,NULL,NULL,NULL,23.46,97,0.666667
82564,20/03/1967,1200,36.8,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,21/03/1967,0000,NULL,30.3,NULL,NULL,NULL,25.42,85.5,0.666667
82564,21/03/1967,1200,1.3,NULL,21.8,NULL,NULL,NULL,NULL,NULL
82564,22/03/1967,0000,NULL,27.9,NULL,NULL,NULL,23.82,96.5,0
82564,22/03/1967,1200,44,NULL,20.9,NULL,NULL,NULL,NULL,NULL
82564,23/03/1967,0000,NULL,29.8,NULL,NULL,NULL,24.84,90.75,0.333333
82564,23/03/1967,1200,0,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,24/03/1967,0000,NULL,32.5,NULL,NULL,NULL,25.72,85.5,0.666667
82564,24/03/1967,1200,0.2,NULL,21.6,NULL,NULL,NULL,NULL,NULL
82564,25/03/1967,0000,NULL,31.2,NULL,NULL,NULL,25.26,86.75,0.666667
82564,25/03/1967,1200,0,NULL,21.5,NULL,NULL,NULL,NULL,NULL
82564,26/03/1967,0000,NULL,30.8,NULL,NULL,NULL,24.84,88.25,1
82564,26/03/1967,1200,25,NULL,20.7,NULL,NULL,NULL,NULL,NULL
82564,27/03/1967,0000,NULL,26.8,NULL,NULL,NULL,24.12,91.25,0.666667
82564,27/03/1967,1200,22.8,NULL,21.6,NULL,NULL,NULL,NULL,NULL
82564,28/03/1967,0000,NULL,30.4,NULL,NULL,NULL,24.9,88,0.666667
82564,28/03/1967,1200,19.8,NULL,21.7,NULL,NULL,NULL,NULL,NULL
82564,29/03/1967,0000,NULL,30.8,NULL,NULL,NULL,25.02,89.25,0.666667
82564,29/03/1967,1200,16.3,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,30/03/1967,0000,NULL,31.8,NULL,NULL,NULL,25.58,88,0.666667
82564,30/03/1967,1200,5.2,NULL,22.2,NULL,NULL,NULL,NULL,NULL
82564,31/03/1967,0000,NULL,30.8,NULL,NULL,NULL,25.64,88.25,0.666667
82564,31/03/1967,1200,3.2,NULL,21.6,NULL,NULL,NULL,NULL,NULL
82564,01/04/1967,0000,NULL,31.4,NULL,NULL,NULL,25.74,87.75,0.666667
82564,01/04/1967,1200,0,NULL,22.3,NULL,NULL,NULL,NULL,NULL
82564,02/04/1967,0000,NULL,31.6,NULL,NULL,NULL,25.42,92,0.666667
82564,02/04/1967,1200,3,NULL,22.3,NULL,NULL,NULL,NULL,NULL
82564,03/04/1967,0000,NULL,30.1,NULL,NULL,NULL,24.92,92.5,0.666667
82564,03/04/1967,1200,51.7,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,04/04/1967,0000,NULL,29,NULL,NULL,NULL,25.44,92.5,0.666667
82564,04/04/1967,1200,12.4,NULL,22.8,NULL,NULL,NULL,NULL,NULL
82564,05/04/1967,0000,NULL,29.4,NULL,NULL,NULL,25.02,94,0.333333
82564,05/04/1967,1200,59.2,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,06/04/1967,0000,NULL,29.3,NULL,NULL,NULL,24.8,86.75,0.333333
82564,06/04/1967,1200,78.4,NULL,21.4,NULL,NULL,NULL,NULL,NULL
82564,07/04/1967,0000,NULL,26.2,NULL,NULL,NULL,23.46,94.5,0.333333
82564,07/04/1967,1200,27.4,NULL,20.9,NULL,NULL,NULL,NULL,NULL
82564,08/04/1967,0000,NULL,31.4,NULL,NULL,NULL,25.52,89,1.666667
82564,08/04/1967,1200,0,NULL,21.6,NULL,NULL,NULL,NULL,NULL
82564,09/04/1967,0000,NULL,29.6,NULL,NULL,NULL,25.3,91.25,0.666667
82564,09/04/1967,1200,0.2,NULL,21.9,NULL,NULL,NULL,NULL,NULL
82564,10/04/1967,0000,NULL,31.6,NULL,NULL,NULL,26.12,91,0.666667
82564,10/04/1967,1200,0,NULL,22.6,NULL,NULL,NULL,NULL,NULL
82564,11/04/1967,0000,NULL,32.5,NULL,NULL,NULL,26.54,84,0.333333
82564,11/04/1967,1200,6.9,NULL,22.5,NULL,NULL,NULL,NULL,NULL
82564,12/04/1967,0000,NULL,31.4,NULL,NULL,NULL,26.16,87,0.666667
82564,12/04/1967,1200,0,NULL,23.5,NULL,NULL,NULL,NULL,NULL
82564,13/04/1967,0000,NULL,31.6,NULL,NULL,NULL,26.08,91.5,0.333333
82564,13/04/1967,1200,2.8,NULL,23.2,NULL,NULL,NULL,NULL,NULL
82564,14/04/1967,0000,NULL,29.4,NULL,NULL,NULL,25.7,93,0.333333
