"precipitacao","temperatura","umidade","dias_de_secura","classe_risco"
0.0,0.6158940397350995,0.6443298969072165,0.1993366827898539,3
0.0,0.6158940397350995,0.5773195876288659,0.207326587826429,3
0.011666666666666665,0.589403973509934,0.5670103092783505,0.2806463321707431,3
0.0,0.5695364238410595,0.7474226804123711,0.25262224526311544,3
0.06666666666666667,0.4768211920529801,0.7371134020618557,0.2789674957078585,3
0.10833333333333334,0.29139072847682135,0.8247422680412371,0.09991254519783757,2
0.3775,0.576158940397351,0.5360824742268041,0.030743395669062045,3
0.0,0.4569536423841062,0.8298969072164949,1.7336781128964395E-4,0
0.0,0.0,0.979381443298969,0.007285855903389796,0
0.12416666666666668,0.5496688741721856,0.6855670103092784,0.03532091238138073,3
0.10833333333333334,0.6357615894039734,0.5773195876288659,0.008625086373286166,0
0.0,0.37748344370860926,0.7628865979381443,0.007106962320800547,0
0.0016666666666666668,0.5099337748344371,0.7164948453608248,0.044619689167159034,3
0.28833333333333333,0.576158940397351,0.6030927835051546,0.07587864190697377,3
0.0,0.589403973509934,0.6855670103092784,8.010210949028086E-4,0
0.009166666666666667,0.5165562913907286,0.7525773195876289,0.012223557919243459,3
0.0016666666666666668,0.15894039735099355,0.9536082474226805,0.03476340336786787,2
0.06583333333333334,0.43708609271523197,0.8865979381443299,0.05663149250980023,2
0.03833333333333333,0.556291390728477,0.8298969072164949,0.02842716463477521,3
0.13833333333333334,0.6622516556291393,0.6597938144329897,0.037994644382691116,3
0.155,0.4105960264900662,0.8298969072164949,0.007247415476342857,0
0.18583333333333335,0.4105960264900662,0.7680412371134021,0.002365156448575856,0
0.009166666666666667,0.5298013245033115,0.711340206185567,8.650415366623525E-4,0
0.0,0.43046357615894043,0.7525773195876289,0.00859022540395302,0
0.13416666666666668,0.4503311258278147,0.8247422680412371,0.02949218144844129,3
8.333333333333334E-4,0.48344370860927166,0.9329896907216495,0.006075260381030709,0
0.0525,0.5827814569536425,0.7680412371134021,0.0300368569978302,3
0.06166666666666667,0.6556291390728479,0.6443298969072165,0.025711932390024596,3
0.0125,0.33112582781456956,0.788659793814433,0.017896857430378173,2
0.0,0.4701986754966889,0.8195876288659794,0.04116651642595182,3
0.0,0.403973509933775,0.7783505154639175,0.07390830816642162,3
0.18083333333333332,0.5496688741721856,0.7577319587628866,0.09276739706216117,3
0.0,0.4105960264900662,0.7680412371134021,0.006224510842511057,0
0.14166666666666666,0.576158940397351,0.7010309278350515,0.03223636619300491,3
0.06166666666666667,0.39072847682119227,0.8711340206185567,0.005915019757573872,0
0.0,0.6026490066225165,0.7422680412371134,0.009987107574752296,3
0.3983333333333333,0.4768211920529801,0.7731958762886598,0.03968428301345178,3
0.08833333333333333,0.49006622516556314,0.6855670103092784,1.0973700418324575E-4,0
0.11083333333333334,0.609271523178808,0.6134020618556701,9.191485052836312E-4,0
0.0,0.4966887417218546,0.634020618556701,0.0016377996731906487,0
0.0,0.5629139072847685,0.5670103092783505,0.010926106761786647,3
0.12333333333333334,0.6622516556291393,0.5412371134020618,0.029986737303851315,3
0.0,0.46357615894039744,0.7731958762886598,0.008351865835062972,0
0.0,0.44370860927152317,0.8092783505154639,0.03079909160959662,3
0.034166666666666665,0.576158940397351,0.5824742268041238,0.06117173513779021,3
0.07833333333333334,0.6556291390728479,0.6082474226804123,0.040595418561349565,3
0.0,0.6622516556291393,0.6237113402061856,0.016885497646436206,3
0.0,0.5960264900662254,0.5515463917525774,0.05133923273032711,3
0.0,0.5231788079470201,0.7164948453608248,0.07409553293218758,3
0.0,0.642384105960265,0.6185567010309279,0.09459316802569151,3
0.0,0.5960264900662254,0.7628865979381443,0.11645736717790243,3
0.0,0.5231788079470201,0.7216494845360825,0.13335106830960303,3
0.07916666666666666,0.6357615894039734,0.6288659793814433,0.17388345335821867,3
0.008333333333333333,0.5496688741721856,0.6494845360824743,0.049037495906543285,3
0.0,0.5033112582781456,0.7061855670103093,0.0879805046407642,3
0.0,0.642384105960265,0.5824742268041238,0.13100890022792838,3
0.0,0.6357615894039734,0.6134020618556701,0.1518002124212096,3
0.0,0.642384105960265,0.6597938144329897,0.18205981140554642,3
0.0,0.589403973509934,0.5515463917525774,0.20605750263957334,3
0.0,0.5960264900662254,0.6494845360824743,0.21041363189251408,3
0.0,0.6688741721854304,0.5412371134020618,0.2138928672476154,3
0.0,0.589403973509934,0.6082474226804123,0.22347627803124567,3
0.0,0.642384105960265,0.6649484536082474,0.243326769588442,3
0.0,0.6158940397350995,0.7525773195876289,0.2483416132332196,3
0.12833333333333333,0.5960264900662254,0.6958762886597938,0.25744478538145865,3
0.4166666666666667,0.6556291390728479,0.6288659793814433,0.031230812809842124,3
0.0,0.609271523178808,0.6443298969072165,8.715694272447055E-5,0
0.0,0.543046357615894,0.788659793814433,0.005274504723974239,0
0.0,0.5960264900662254,0.7731958762886598,0.029256014949987853,3
0.0,0.556291390728477,0.8247422680412371,0.058014050797993454,3
0.028333333333333332,0.39072847682119227,0.7731958762886598,0.11333695206744718,3
0.4716666666666667,0.5298013245033115,0.654639175257732,0.11761602101214964,3
0.25666666666666665,0.5629139072847685,0.7938144329896907,5.669603317334332E-5,0
0.0,0.6291390728476824,0.5979381443298969,4.425158644038376E-5,0
0.0,0.5629139072847685,0.7061855670103093,0.0022362360268963696,0
8.333333333333334E-4,0.3576158940397353,0.7835051546391752,0.010677353846790593,2
0.0,0.21192052980132448,0.8247422680412371,0.029444442788995485,2
0.20500000000000002,0.576158940397351,0.7268041237113402,0.0710771029361511,3
0.04416666666666667,0.6622516556291393,0.7216494845360825,0.003129065640011955,0
0.0,0.6158940397350995,0.6391752577319587,0.008490984659628538,0
8.333333333333334E-4,0.6026490066225165,0.7783505154639175,0.028510008170387416,3
0.07,0.43708609271523197,0.5463917525773195,0.05338849281685186,3
0.305,0.5298013245033115,0.7938144329896907,0.025612875623414896,3
0.2783333333333333,0.5827814569536425,0.6082474226804123,4.0521754880782366E-4,0
0.013333333333333334,0.5827814569536425,0.6237113402061856,6.748744983330164E-5,0
0.0,0.6357615894039734,0.6494845360824743,0.001858321885836376,0
8.333333333333334E-4,0.6158940397350995,0.634020618556701,0.009081823445788841,3
0.02,0.543046357615894,0.7010309278350515,0.025970861045070976,3
0.007500000000000001,0.5496688741721856,0.7628865979381443,0.04598315917213723,3
0.0016666666666666668,0.5496688741721856,0.7164948453608248,0.07037620749307658,3
0.10333333333333333,0.556291390728477,0.7989690721649485,0.07966698416955151,3
0.0,0.6688741721854304,0.6288659793814433,0.015006074812550533,3
0.0175,0.576158940397351,0.7422680412371134,0.042617084607096546,3
0.0,0.5695364238410595,0.7422680412371134,0.05667171514869365,3
0.185,0.6556291390728479,0.5876288659793815,0.0834523032546673,3
0.02666666666666667,0.5629139072847685,0.6855670103092784,0.004707112787358211,0
0.0,0.6357615894039734,0.6494845360824743,0.018451674760557313,3
0.018333333333333333,0.5695364238410595,0.6958762886597938,0.050468290570964275,3
0.0,0.6158940397350995,0.6701030927835051,0.06119988061012381,3
0.0575,0.49006622516556314,0.7268041237113402,0.10678796757443045,3
0.05083333333333333,0.5298013245033115,0.7938144329896907,0.056709130828240945,3
0.19333333333333333,0.48344370860927166,0.7731958762886598,0.04280158866576912,3
0.09000000000000001,0.4503311258278147,0.8195876288659794,0.003643608588116647,0
0.2033333333333333,0.5231788079470201,0.8092783505154639,0.005780180018785456,0
0.04416666666666667,0.41721854304635775,0.8762886597938144,9.365170770760657E-4,0
0.0575,0.44370860927152317,0.7680412371134021,0.005137079721521907,0
0.08416666666666667,0.5960264900662254,0.6288659793814433,0.009407761146456443,3
