"precipitacao","temperatura","umidade","dias_de_secura","houve_incendio"
0.0,0.6158940397350995,0.6443298969072165,0.16779827796021632,0
0.0,0.6158940397350995,0.5773195876288659,0.15523112626201682,0
0.011666666666666665,0.589403973509934,0.5670103092783505,0.14491897320822078,1
0.0,0.5695364238410595,0.7474226804123711,0.15121467405875505,0
0.06666666666666667,0.4768211920529801,0.7371134020618557,0.16016776388300896,0
0.10833333333333334,0.29139072847682135,0.8247422680412371,0.20519674805400978,0
0.3775,0.576158940397351,0.5360824742268041,0.3504129449823457,0
0.0,0.4569536423841062,0.8298969072164949,0.24272482748503516,0
0.0,0.0,0.979381443298969,0.2739569478144488,0
0.12416666666666668,0.5496688741721856,0.6855670103092784,0.7930181781354745,0
0.10833333333333334,0.6357615894039734,0.5773195876288659,0.4068938050632808,0
0.0,0.37748344370860926,0.7628865979381443,0.2503168959009295,0
0.0016666666666666668,0.5099337748344371,0.7164948453608248,0.3651453322814512,0
0.28833333333333333,0.576158940397351,0.6030927835051546,0.3136300883518186,0
0.0,0.589403973509934,0.6855670103092784,0.24477183571246666,0
0.009166666666666667,0.5165562913907286,0.7525773195876289,0.22635798019512063,0
0.0016666666666666668,0.15894039735099355,0.9536082474226805,0.2518676253902811,0
0.06583333333333334,0.43708609271523197,0.8865979381443299,0.5654638120792803,0
0.03833333333333333,0.556291390728477,0.8298969072164949,0.4693872361016964,0
0.13833333333333334,0.6622516556291393,0.6597938144329897,0.33974284440173763,0
0.155,0.4105960264900662,0.8298969072164949,0.23841050234900346,0
0.18583333333333335,0.4105960264900662,0.7680412371134021,0.3341261490986271,0
0.009166666666666667,0.5298013245033115,0.711340206185567,0.37545111601740755,0
0.0,0.43046357615894043,0.7525773195876289,0.3142699561135956,0
0.13416666666666668,0.4503311258278147,0.8247422680412371,0.3630792618982103,0
8.333333333333334E-4,0.48344370860927166,0.9329896907216495,0.38545239917084373,0
0.0525,0.5827814569536425,0.7680412371134021,0.3627690243530227,0
0.06166666666666667,0.6556291390728479,0.6443298969072165,0.28046409501785186,0
0.0125,0.33112582781456956,0.788659793814433,0.2144078973211765,0
0.0,0.4701986754966889,0.8195876288659794,0.3807407817151612,0
0.0,0.403973509933775,0.7783505154639175,0.3716570189265236,0
0.18083333333333332,0.5496688741721856,0.7577319587628866,0.42671663138623744,0
0.0,0.4105960264900662,0.7680412371134021,0.3384689842462534,0
0.14166666666666666,0.576158940397351,0.7010309278350515,0.41211884213328626,0
0.06166666666666667,0.39072847682119227,0.8711340206185567,0.3105363537648236,0
0.0,0.6026490066225165,0.7422680412371134,0.41019867804524035,0
0.3983333333333333,0.4768211920529801,0.7731958762886598,0.29323367856695437,0
0.08833333333333333,0.49006622516556314,0.6855670103092784,0.3307550032880175,0
0.11083333333333334,0.609271523178808,0.6134020618556701,0.34231511252931185,0
0.0,0.4966887417218546,0.634020618556701,0.2604188821304781,0
0.0,0.5629139072847685,0.5670103092783505,0.2927262725167847,0
0.12333333333333334,0.6622516556291393,0.5412371134020618,0.2715773630521811,0
0.0,0.46357615894039744,0.7731958762886598,0.20751874144236954,0
0.0,0.44370860927152317,0.8092783505154639,0.2844619722798054,0
0.034166666666666665,0.576158940397351,0.5824742268041238,0.342424612562334,0
0.07833333333333334,0.6556291390728479,0.6082474226804123,0.278324957927839,0
