"precipitacao","temperatura","umidade","dias_de_secura","houve_incendio"
0.023712737127371274,0.48965517241379286,0.6229508196721312,0.3578394177416356,0
0.01829268292682927,0.47586206896551725,0.7377049180327869,0.3338030504974122,0
0.0,0.5586206896551721,0.6516393442622951,0.32949140805118354,0
0.0,0.5310344827586205,0.7008196721311475,0.2752561257756507,0
0.0,0.4482758620689654,0.8483606557377049,0.2670684118578943,0
0.013550135501355014,0.517241379310345,0.7868852459016393,0.31267028896718513,0
0.10094850948509486,0.4620689655172412,0.7663934426229508,0.28971498845927635,0
0.3861788617886179,0.5241379310344825,0.7704918032786885,0.313441768441804,0
0.0,0.44137931034482764,0.75,0.29010629595231524,0
0.05420054200542006,0.4482758620689654,0.7909836065573771,0.32774867287392334,0
0.1361788617886179,0.37931034482758613,0.8237704918032787,0.3411189760574571,0
0.0,0.49655172413793086,0.75,0.4040670591844498,0
0.013550135501355014,0.44137931034482764,0.7991803278688525,0.34483670846725206,0
0.01693766937669377,0.4551724137931034,0.7090163934426229,0.3623679877474434,0
0.07113821138211382,0.17931034482758626,0.860655737704918,0.3615621779274407,0
0.3909214092140922,0.5034482758620689,0.6147540983606558,0.636392241968054,0
0.0033875338753387536,0.5103448275862069,0.6024590163934426,0.43170091381181336,0
0.0,0.5862068965517242,0.639344262295082,0.3598333439413525,0
0.0,0.6275862068965514,0.5163934426229508,0.28566353373357756,0
0.0,0.48965517241379286,0.680327868852459,0.22758855951485582,0
0.0,0.5310344827586205,0.6762295081967213,0.2632478894110505,0
0.0,0.5724137931034482,0.6885245901639344,0.2613396424273269,0
0.0,0.3655172413793103,0.7581967213114754,0.23795126551311918,0
0.0880758807588076,0.5586206896551721,0.5368852459016393,0.355958970662776,0
0.042682926829268296,0.5999999999999998,0.47540983606557374,0.2864271844577717,0
0.0,0.6275862068965514,0.5655737704918032,0.2322301631925917,0
0.0,0.5862068965517242,0.5737704918032787,0.19946245559235612,0
0.0,0.5862068965517242,0.5081967213114754,0.19777427081441465,0
0.0,0.6758620689655171,0.46311475409836067,0.19111738013848945,0
0.0,0.6689655172413791,0.5819672131147541,0.15612634636263495,0
0.0,0.6551724137931035,0.5245901639344263,0.13956087375921536,0
0.0,0.5793103448275863,0.5368852459016393,0.13651272257536137,0
0.0,0.6137931034482759,0.5081967213114754,0.155345578116604,0
0.0,0.6689655172413791,0.4959016393442623,0.15227185874333135,0
0.0,0.5862068965517242,0.47950819672131145,0.13507907717180684,0
0.0,0.6965517241379308,0.47540983606557374,0.15128484824748392,0
0.0,0.6689655172413791,0.48360655737704916,0.12427044637214567,0
0.0,0.6137931034482759,0.4959016393442623,0.11807612467326961,0
0.0,0.5999999999999998,0.5122950819672131,0.1282326238293298,0
0.0,0.6137931034482759,0.45491803278688525,0.13671656207582608,0
0.0,0.6689655172413791,0.5081967213114754,0.13596170013359618,0
0.0,0.6551724137931035,0.5122950819672131,0.1213739270042668,0
0.0,0.5586206896551721,0.5655737704918032,0.11756819108190988,0
0.0,0.5448275862068965,0.5491803278688525,0.14084994685498328,0
0.0,0.4620689655172412,0.7008196721311475,0.15784918128972977,0
0.0,0.5793103448275863,0.46311475409836067,0.19840181997211684,0
0.0,0.6413793103448274,0.45491803278688525,0.17660003081342454,0
0.0,0.6689655172413791,0.45491803278688525,0.14648579362131017,0
0.0,0.6827586206896552,0.4262295081967213,0.12511232026911273,0
0.0,0.5862068965517242,0.45491803278688525,0.11122224053347393,0
0.0,0.6275862068965514,0.47540983606557374,0.126620250595446,0
0.0,0.6827586206896552,0.38934426229508196,0.12407160510894302,0
0.0,0.6689655172413791,0.42213114754098363,0.10932046612072217,0
0.0,0.6965517241379308,0.3155737704918033,0.10504982812559634,0
0.0,0.7241379310344829,0.36065573770491804,0.09561317859673418,0
0.0,0.6551724137931035,0.4016393442622951,0.08377880252035169,0
0.0,0.6344827586206895,0.430327868852459,0.09190281252428162,0
0.0,0.6827586206896552,0.45491803278688525,0.09988032339928106,0
0.0,0.7241379310344829,0.38934426229508196,0.09215236946973082,0
0.0,0.5999999999999998,0.39344262295081966,0.0809545998820578,0
0.0,0.6551724137931035,0.36065573770491804,0.09892562542186134,0
0.0,0.6827586206896552,0.39344262295081966,0.09522227672286884,0
0.0,0.7103448275862068,0.3073770491803279,0.0873657190211865,0
0.0,0.76551724137931,0.3401639344262295,0.07951979796899589,0
0.0,0.7172413793103448,0.36065573770491804,0.06629806858295333,0
0.0,0.7586206896551725,0.3073770491803279,0.06597986441515483,0
0.0,0.6827586206896552,0.3319672131147541,0.05925037305346583,0
0.0,0.6689655172413791,0.36475409836065575,0.06672801694912742,0
0.0,0.7103448275862068,0.32786885245901637,0.07276320919574764,0
0.0,0.6965517241379308,0.3401639344262295,0.06879153293435536,0
0.0,0.7517241379310344,0.30327868852459017,0.06895306715692444,0
0.0,0.7241379310344829,0.27459016393442626,0.06028138302716003,0
0.0,0.7448275862068964,0.36885245901639346,0.059252483451235,0
0.0,0.76551724137931,0.27049180327868855,0.05519087768098275,0
0.0,0.76551724137931,0.3114754098360656,0.05035701789636401,0
0.0,0.7379310344827584,0.38934426229508196,0.04679742281955761,0
0.0,0.7241379310344829,0.2786885245901639,0.0482131407280655,0
0.0,0.786206896551724,0.2827868852459016,0.0496999450346866,0
0.0,0.8068965517241377,0.22131147540983606,0.04308145015095689,0
0.0,0.7999999999999997,0.19262295081967212,0.03819425050112791,0
0.0,0.7379310344827584,0.36885245901639346,0.035933596586565406,0
0.0,0.8068965517241377,0.18032786885245902,0.04030078427623136,0
0.0,0.8413793103448274,0.20081967213114754,0.034980243228762205,0
0.0,0.7931034482758621,0.2786885245901639,0.02938610372158318,0
0.0,0.8206896551724138,0.26639344262295084,0.030766034249340317,0
0.0,0.5517241379310346,0.7090163934426229,0.028531385743905048,0
0.0,0.7034482758620687,0.5286885245901639,0.05453394565742325,0
0.0,0.6137931034482759,0.48770491803278687,0.05070891356136314,0
0.0,0.5862068965517242,0.4918032786885246,0.06177281830958313,0
0.0,0.6758620689655171,0.5122950819672131,0.07431194513912691,0
0.0,0.7517241379310344,0.4426229508196721,0.06558854926212619,0
0.0,0.6551724137931035,0.6147540983606558,0.05087229189079188,0
0.0,0.37241379310344835,0.8647540983606558,0.05768252072127703,0
0.06978319783197832,0.5999999999999998,0.5942622950819673,0.11619628646160388,0
0.0047425474254742545,0.4344827586206896,0.6844262295081968,0.09811775287047973,0
0.07046070460704608,0.5724137931034482,0.569672131147541,0.13613238507418834,0
0.04336043360433605,0.5379310344827586,0.569672131147541,0.12156879976451998,0
0.0,0.517241379310345,0.5573770491803278,0.1241054010255493,0
0.0,0.5724137931034482,0.48770491803278687,0.13128053663460934,0
0.0,0.6137931034482759,0.4918032786885246,0.12153829056153288,0
0.0,0.6551724137931035,0.48770491803278687,0.10737597080023795,0
0.0,0.6965517241379308,0.5163934426229508,0.09294004008157432,0
